tweet_id,airline_sentiment,airline_sentiment_confidence,negativereason,negativereason_confidence,airline,airline_sentiment_gold,name,negativereason_gold,retweet_count,text,tweet_coord,tweet_created,tweet_location,user_timezone
5.70016E+17,neutral,1,,,Virgin America,,GottAmanda,,0,@VirginAmerica plz help me win my bid upgrade for my flight 2/27 LAX---&gt;SEA!!!  🍷👍💺✈️,"[34.0219817, -118.38591198]",23-02-15 16:24,Los Angeles,
5.70015E+17,neutral,0.6578,,0,Virgin America,,KGervaise,,0,@VirginAmerica I have an unused ticket but moved to a new city where you don't fly. How can I fly with you before it expires? #travelhelp,,23-02-15 16:20,Georgia,Pacific Time (US & Canada)
5.70014E+17,neutral,1,,,Virgin America,,papamurat,,0,@VirginAmerica are flights leaving Dallas for Seattle on time Feb 24?,,23-02-15 16:13,,
5.69589E+17,negative,1,Late Flight,1,American,,cataattack,,0,@AmericanAir Flight 953 NYC-Buenos Aires has been delay since yesterday at 10PM. Is going to take off at 3.30PM now? Give us answers!,,22-02-15 12:08,"Buenos Aires, Argentina",Buenos Aires
5.69589E+17,negative,1,Cancelled Flight,1,American,,KristinaMeyer7,,0,"@AmericanAir Flight Cancelled Flightled, can't go home until tomorrow. I could use dinner and a play, @AmericanAir! It's my first time in NYC.",,22-02-15 12:05,,Eastern Time (US & Canada)
5.69589E+17,positive,1,,,American,,jlhalldc,,0,"Thank you. “@AmericanAir: @jlhalldc Customer Relations will review your concerns and contact you back directly, John.”",,22-02-15 12:04,"Washington, DC",Eastern Time (US & Canada)
5.69589E+17,negative,1,Customer Service Issue,1,American,,jontgreen89,,0,@AmericanAir How do I change my flight if the phone system keeps telling me that the representatives are busy?,,22-02-15 12:04,"Waco, TX",Central Time (US & Canada)
5.69588E+17,positive,1,,,American,,Laurelinesblog,,0,@AmericanAir Thanks! He is.,,22-02-15 12:04,"Chapel Hill, NC",
5.69588E+17,negative,1,Bad Flight,1,American,,MDDavis7,,0,@AmericanAir thx for nothing on getting us out of the country and back to US. Broken plane? Come on. Get another one.,,22-02-15 12:04,US,Eastern Time (US & Canada)
5.69588E+17,neutral,0.676,,0,American,,Chad_SMFYM,,0,"“@AmericanAir: @TilleyMonsta George, that doesn't look good. Please follow this link to start the refund process: http://t.co/4gr39s91Dl”😂",,22-02-15 12:01,,Central Time (US & Canada)
5.69588E+17,negative,1,Cancelled Flight,1,American,,RussellsWriting,,0,"@AmericanAir my flight was Cancelled Flightled, leaving tomorrow morning. Auto rebooked for a Tuesday night flight but need to arrive Monday.",,22-02-15 12:01,Los Angeles,Arizona
5.69588E+17,negative,0.6684,Late Flight,0.6684,American,,GolfWithWoody,,0,@AmericanAir right on cue with the delays👌,,22-02-15 12:01,,Quito
5.69588E+17,positive,0.3487,,0,American,,KristenReenders,,0,@AmericanAir thank you we got on a different flight to Chicago.,,22-02-15 12:01,,
5.69587E+17,negative,1,Customer Service Issue,1,American,,itsropes,,0,@AmericanAir leaving over 20 minutes Late Flight. No warnings or communication until we were 15 minutes Late Flight. That's called shitty customer svc,,22-02-15 11:59,Texas,
5.69587E+17,neutral,1,,,American,,sanyabun,,0,@AmericanAir Please bring American Airlines to #BlackBerry10,,22-02-15 11:59,"Nigeria,lagos",
5.69587E+17,negative,1,Customer Service Issue,0.6659,American,,SraJackson,,0,"@AmericanAir you have my money, you change my flight, and don't answer your phones! Any other suggestions so I can make my commitment??",,22-02-15 11:59,New Jersey,Eastern Time (US & Canada)
5.69587E+17,neutral,0.6771,,0,American,,daviddtwu,,0,@AmericanAir we have 8 ppl so we need 2 know how many seats are on the next flight. Plz put us on standby for 4 people on the next flight?,,22-02-15 11:58,"dallas, TX",
